"DATAFILE_AS_OF","REPORT_YEAR","REPORT_NUMBER","SUPPLEMENTAL_NUMBER","OPERATOR_ID","PARTA2NAMEOFCOMP","PARTA5COMMODITY","INTER_INTRA","STATE_NAME","PARTIPRE20UNK","PARTI192029","PARTI193039","PARTI194049","PARTI195059","PARTI196069","PARTI197079","PARTI198089","PARTI199099","PARTI200009","PARTI201019","PARTITOTAL"
41089.4680092593,2010,20110319,11009,31618,"ENTERPRISE PRODUCTS OPERATING LLC","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","INDIANA",0,0,0,0,0,1.484,151.666,0,0.409,10.756,0,164.315
41089.4680092593,2010,20110319,11009,31618,"ENTERPRISE PRODUCTS OPERATING LLC","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","KANSAS",0,0,0,0,0,0,0,105.4,0.923,1.612,0,107.935
41089.4680092593,2010,20110319,11009,31618,"ENTERPRISE PRODUCTS OPERATING LLC","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","KENTUCKY",0,0,0,0,0,9.125,0,0,0,0.245,0,9.37
41089.4680092593,2010,20110319,11009,31618,"ENTERPRISE PRODUCTS OPERATING LLC","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","LOUISIANA",0,0.294,0,48.244,19.09,1.267,139.14,21.17,65.129,3.131,0.082,297.547
41089.4680092593,2010,20110319,11009,31618,"ENTERPRISE PRODUCTS OPERATING LLC","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","MISSOURI",0,0,0,0,0,0,69.476,0,0,0,0,69.476
41089.4680092593,2010,20110319,11009,31618,"ENTERPRISE PRODUCTS OPERATING LLC","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","OHIO",0,0,0,0,0,47.784,0,0,0,0.081,0,47.865
41089.4680092593,2010,20110319,11009,31618,"ENTERPRISE PRODUCTS OPERATING LLC","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","TENNESSEE",0,0,0,0,0,0,0,0,0,6.822,0,6.822
41089.4680092593,2010,20110319,11009,31618,"ENTERPRISE PRODUCTS OPERATING LLC","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","TEXAS",2.671,0,0,103.282,60.925,1.273,118.198,9.254,5.689,33.935,0.009,335.236
41089.4680092593,2010,20110319,11009,31618,"ENTERPRISE PRODUCTS OPERATING LLC","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","UTAH",0,0,0,0,0,0,0,0,0,0.65,0,0.65
41089.4680092593,2010,20110319,11009,31618,"ENTERPRISE PRODUCTS OPERATING LLC","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","LOUISIANA",0,0,0,0,0,0,0,0,0,19.284,0,19.284
41089.4680092593,2010,20110319,11009,31618,"ENTERPRISE PRODUCTS OPERATING LLC","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","NEW MEXICO",0,0,0,0,0,0,301.904,0.004,29.567,3.444,0,334.919
41089.4680092593,2010,20110319,11009,31618,"ENTERPRISE PRODUCTS OPERATING LLC","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",0,0,0,15.754,33.115,38.543,41.84,11.475,70.454,46.661,39.745,297.587
41089.4680092593,2010,20110285,10295,31627,"DENBURY ONSHORE, LLC","CO2","INTERSTATE","LOUISIANA",0,0,0,0,0,0,0,68.299,0,243.256,1.981,313.536
41089.4680092593,2010,20110285,10295,31627,"DENBURY ONSHORE, LLC","CO2","INTERSTATE","MISSISSIPPI",0,0,0,0,0,0,0,150.8,3.9,103.8,5.7,264.2
41089.4680092593,2010,20110285,10295,31627,"DENBURY ONSHORE, LLC","CO2","INTRASTATE","MISSISSIPPI",,,,,50.479,,,,,4.4,,54.879
41089.4680092593,2010,20110201,10203,31630,"BP AMERICA PRODUCTION","HVL","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,0.42,0,0,0.42
41089.4680092593,2010,20110142,10144,31636,"NORTHERN STATES POWER CO OF MINNESOTA","HVL","INTRASTATE","MINNESOTA",,,,,,8,,,,,,8
41089.4680092593,2010,20110036,10036,31663,"NAVAJO NATION OIL AND GAS COMPANY","Crude Oil","INTRASTATE","COLORADO",,,,,,12.1,,,,,,12.1
41089.4680092593,2010,20110036,10036,31663,"NAVAJO NATION OIL AND GAS COMPANY","Crude Oil","INTRASTATE","NEW MEXICO",,,,,,58.2,,,,,,58.2
41089.4680092593,2010,20110036,10036,31663,"NAVAJO NATION OIL AND GAS COMPANY","Crude Oil","INTRASTATE","UTAH",,,,,,17.21,,,,,,17.21
41089.4680092593,2010,20110330,10712,31666,"ROCKY MOUNTAIN PIPELINE SYSTEM, LLC","Crude Oil","INTERSTATE","COLORADO",,,,23.89,,0.05,2.5,2.03,0.39,,,28.86
41089.4680092593,2010,20110330,10712,31666,"ROCKY MOUNTAIN PIPELINE SYSTEM, LLC","Crude Oil","INTERSTATE","UTAH",,,1.14,,,,,0.71,0.7,,,2.55
41089.4680092593,2010,20110330,10712,31666,"ROCKY MOUNTAIN PIPELINE SYSTEM, LLC","Crude Oil","INTERSTATE","WYOMING",,,12.35,59.07,,,,0.38,0.25,,,72.05
41089.4680092593,2010,20110330,10712,31666,"ROCKY MOUNTAIN PIPELINE SYSTEM, LLC","Crude Oil","INTRASTATE","UTAH",,,,,,,,,,0.38,,0.38
41089.4680092593,2010,20110330,10712,31666,"ROCKY MOUNTAIN PIPELINE SYSTEM, LLC","Crude Oil","INTRASTATE","WYOMING",1.73,0,323.06,232.69,19.32,111.86,0.35,11.62,130.52,96.29,0,927.44
41089.4680092593,2010,20110329,10711,31666,"ROCKY MOUNTAIN PIPELINE SYSTEM, LLC","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","COLORADO",,,,80.49,,71.93,1.32,6.6,15.58,1,,176.92
41089.4680092593,2010,20110329,10711,31666,"ROCKY MOUNTAIN PIPELINE SYSTEM, LLC","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","NEBRASKA",,,,,58.43,,,,,0.28,,58.71
41089.4680092593,2010,20110329,10711,31666,"ROCKY MOUNTAIN PIPELINE SYSTEM, LLC","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","SOUTH DAKOTA",,,,,,92.42,0.04,0.91,0.67,2.36,,96.4
41089.4680092593,2010,20110329,10711,31666,"ROCKY MOUNTAIN PIPELINE SYSTEM, LLC","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","WYOMING",,,,178.65,38.69,86.76,,10.12,0.06,0.21,,314.49
41089.4680092593,2010,20110447,10483,31672,"CHAPARRAL ENERGY, LLC","CO2","INTERSTATE","KANSAS",8.3,,,,,,,,,,,8.3
41089.4680092593,2010,20110447,10483,31672,"CHAPARRAL ENERGY, LLC","CO2","INTERSTATE","OKLAHOMA",,,,,,43.85,3.66,,,,,47.51
41089.4680092593,2010,20110447,10483,31672,"CHAPARRAL ENERGY, LLC","CO2","INTERSTATE","TEXAS",,,,,,40.41,70.03,,,11.8,,122.24
41089.4680092593,2010,20110447,10483,31672,"CHAPARRAL ENERGY, LLC","CO2","INTRASTATE","OKLAHOMA",,,,,,,23,,,,1.33,24.33
41089.4680092593,2010,20110150,10152,31673,"LDH ENERGY OLEFINS LLC","HVL","INTRASTATE","LOUISIANA",,,,,,,,,,105,,105
41089.4680092593,2010,20110371,11004,31684,"CONOCOPHILLIPS","Crude Oil","INTERSTATE","ILLINOIS",2.2,,,,,,,,,0.64,,2.84
41089.4680092593,2010,20110371,11004,31684,"CONOCOPHILLIPS","Crude Oil","INTERSTATE","LOUISIANA",,,,,6.67,,,3.49,1.28,,,11.44
41089.4680092593,2010,20110371,11004,31684,"CONOCOPHILLIPS","Crude Oil","INTERSTATE","MONTANA",16.99,0,0,0,0,691.05,49.89,0.36,37.64,2.23,0,798.16
41089.4680092593,2010,20110371,11004,31684,"CONOCOPHILLIPS","Crude Oil","INTERSTATE","NEW MEXICO",14.9,0,0,18.68,0,2.92,0,0.06,31.27,3.87,0,71.7
41089.4680092593,2010,20110371,11004,31684,"CONOCOPHILLIPS","Crude Oil","INTERSTATE","OKLAHOMA",3.05,0,0,0,366.48,7.17,6.63,2.37,62.62,7.38,0,455.7
41089.4680092593,2010,20110371,11004,31684,"CONOCOPHILLIPS","Crude Oil","INTERSTATE","TEXAS",14.97,0,0,440.29,150.76,1.11,5.49,1.59,6.37,11.15,0,631.73
41089.4680092593,2010,20110371,11004,31684,"CONOCOPHILLIPS","Crude Oil","INTERSTATE","WYOMING",0,0,0,0,0,14.56,0,0,0.49,0.03,0,15.08
41089.4680092593,2010,20110371,11004,31684,"CONOCOPHILLIPS","Crude Oil","INTRASTATE","CALIFORNIA",311,0,0.45,20.12,167.63,40.92,20.45,16.86,57.37,6.33,0,641.13
41089.4680092593,2010,20110371,11004,31684,"CONOCOPHILLIPS","Crude Oil","INTRASTATE","LOUISIANA",26.52,0,41.32,0,0,12.04,0,0,0.08,3.25,0,83.21
41089.4680092593,2010,20110371,11004,31684,"CONOCOPHILLIPS","Crude Oil","INTRASTATE","OKLAHOMA",1.3,4.76,0,0,0,0,0,0,0,0.08,0,6.14
41089.4680092593,2010,20110371,11004,31684,"CONOCOPHILLIPS","Crude Oil","INTRASTATE","TEXAS",39.24,0,0.85,75.41,37.37,19.84,0.02,20.92,2.96,17.44,0.1,214.15
41089.4680092593,2010,20110369,11002,31684,"CONOCOPHILLIPS","HVL","INTERSTATE","COLORADO",79.49,0,0,87.36,68.37,0,99.52,0.03,18.93,6.37,1.03,361.1
41089.4680092593,2010,20110369,11002,31684,"CONOCOPHILLIPS","HVL","INTERSTATE","ILLINOIS",,,,,,,,6.06,0.88,5,,11.94
41089.4680092593,2010,20110369,11002,31684,"CONOCOPHILLIPS","HVL","INTERSTATE","KANSAS",1.5,0,,12.7,170.57,73.05,6.02,117.7,56.88,0.4,0.23,439.05
41089.4680092593,2010,20110369,11002,31684,"CONOCOPHILLIPS","HVL","INTERSTATE","MISSOURI",,57.96,0,0,67.38,0.18,1.96,110.29,1.15,3.59,0.93,243.44
41089.4680092593,2010,20110369,11002,31684,"CONOCOPHILLIPS","HVL","INTERSTATE","NEW MEXICO",,0.01,0,0,17.02,1.06,44.27,37.94,1.05,13.99,0,115.34
41089.4680092593,2010,20110369,11002,31684,"CONOCOPHILLIPS","HVL","INTERSTATE","OKLAHOMA",,4.68,0,0,29.12,59.22,229.44,0,22.88,0.52,5.62,351.48
41089.4680092593,2010,20110369,11002,31684,"CONOCOPHILLIPS","HVL","INTERSTATE","TEXAS",15.56,0,0,83.43,198.17,293.51,90.18,19.31,601.65,0.73,0.09,1302.63
41089.4680092593,2010,20110369,11002,31684,"CONOCOPHILLIPS","HVL","INTERSTATE","WYOMING",,4.01,0,0,0,0,0,206.06,1.88,0.38,15.24,227.57
41089.4680092593,2010,20110369,11002,31684,"CONOCOPHILLIPS","HVL","INTRASTATE","TEXAS",,44.01,,7.05,12.5,71.62,175.46,178.96,90.47,24.36,1.92,606.35
41089.4680092593,2010,20110370,11003,31684,"CONOCOPHILLIPS","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","COLORADO",3.73,,,,3.65,2.84,212.84,28.12,1.46,3.16,2.06,257.86
41089.4680092593,2010,20110370,11003,31684,"CONOCOPHILLIPS","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","IDAHO",,,,,72.17,,,,19.16,7.17,,98.5
41089.4680092593,2010,20110370,11003,31684,"CONOCOPHILLIPS","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","ILLINOIS",2.33,,2.2,,0.54,,,6.93,,2.3,,14.3
41089.4680092593,2010,20110370,11003,31684,"CONOCOPHILLIPS","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","KANSAS",52.14,0,0,50.73,10.81,56.25,6.9,260.98,117.51,18.35,0,573.67
41089.4680092593,2010,20110370,11003,31684,"CONOCOPHILLIPS","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","LOUISIANA",17.07,,,,,25.47,1.07,0.28,1.62,0.05,,45.56
41089.4680092593,2010,20110370,11003,31684,"CONOCOPHILLIPS","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","MASSACHUSETTS",,,,,,,0.78,,,,,0.78
41089.4680092593,2010,20110370,11003,31684,"CONOCOPHILLIPS","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","MISSOURI",51.17,,53.19,,157.73,2.05,5.79,0.9,15.82,8.23,1.97,296.85
41089.4680092593,2010,20110370,11003,31684,"CONOCOPHILLIPS","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","MONTANA",128.04,,,,316.29,62.34,4.16,15.12,26.3,19.62,,571.87
41089.4680092593,2010,20110370,11003,31684,"CONOCOPHILLIPS","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","OKLAHOMA",168.18,0,38.35,22.48,88.74,113.6,97.79,88.92,156.46,57.98,0,832.5
41089.4680092593,2010,20110370,11003,31684,"CONOCOPHILLIPS","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","TEXAS",305.51,,,,100.67,49,69.78,140.75,125.21,2,,792.92
41089.4680092593,2010,20110370,11003,31684,"CONOCOPHILLIPS","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","UTAH",5.24,,,,74.67,2.19,,,2.13,35.43,,119.66
41089.4680092593,2010,20110370,11003,31684,"CONOCOPHILLIPS","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","WASHINGTON",0.28,,,,38.78,86.67,,0.39,6.07,0.46,,132.65
41089.4680092593,2010,20110370,11003,31684,"CONOCOPHILLIPS","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","WYOMING",10.11,0,0,0,201.73,219.7,0,42.65,3.09,230.84,0,708.12
41089.4680092593,2010,20110370,11003,31684,"CONOCOPHILLIPS","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","CALIFORNIA",59.8,0,0,7.22,26.77,0.41,4.75,0.46,14.01,0.8,0,114.22
41089.4680092593,2010,20110370,11003,31684,"CONOCOPHILLIPS","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","LOUISIANA",0,0,0,0,6.18,0,0,0,12.92,0.43,0,19.53
41089.4680092593,2010,20120075,11104,31687,"Hill-Lake Gas Storage, LLC","HVL","INTRASTATE","TEXAS",,,,,,,,,,1.9,,1.9
41089.4680092593,2010,20110217,10490,31703,"CHESAPEAKE MIDSTREAM","Crude Oil","INTRASTATE","OKLAHOMA",0,0,0,0,0,0,0,0,0,0.3,0,0.3
41089.4680092593,2010,20110069,10702,31719,"Hiland Partners","HVL","INTRASTATE","OKLAHOMA",,,,,,,,,1.25,,,1.25
41089.4680092593,2010,20110090,10091,31720,"KINDER MORGAN PIPELINES (USA) INC","Crude Oil","INTERSTATE","ILLINOIS",0,0,0,0,4,0,0,0,0,0,0,4
41089.4680092593,2010,20110090,10091,31720,"KINDER MORGAN PIPELINES (USA) INC","Crude Oil","INTERSTATE","KANSAS",,,,0,0,98,0,0,0,0,0,98
41089.4680092593,2010,20110090,10091,31720,"KINDER MORGAN PIPELINES (USA) INC","Crude Oil","INTERSTATE","MISSOURI",,,,0,271,0,0,0,0,0,0,271
41089.4680092593,2010,20110090,10091,31720,"KINDER MORGAN PIPELINES (USA) INC","Crude Oil","INTERSTATE","MONTANA",,0,0,0,0,0,0,0,0,304,0,304
41089.4680092593,2010,20110090,10091,31720,"KINDER MORGAN PIPELINES (USA) INC","Crude Oil","INTERSTATE","NEBRASKA",,0,0,0,0,410,0,0,0,0,0,410
41089.4680092593,2010,20110090,10091,31720,"KINDER MORGAN PIPELINES (USA) INC","Crude Oil","INTERSTATE","WYOMING",,0,0,0,155,0,0,0,209,0,0,364
41089.4680092593,2010,20110367,10385,31721,"PIPELINE TECHNOLOGY","HVL","INTRASTATE","LOUISIANA",,,,,,,,,,3,,3
41089.4680092593,2010,20110361,10377,31721,"PIPELINE TECHNOLOGY","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","LOUISIANA",,,,,,,,,,22,,22
41089.4680092593,2010,20110158,10160,31723,"EXXONMOBIL REFINING AND SUPPLY COMPANY","Crude Oil","INTRASTATE","LOUISIANA",0,0,0,0,3.28,0,4.22,0,3.796,0,0,11.296
41089.4680092593,2010,20110159,10161,31723,"EXXONMOBIL REFINING AND SUPPLY COMPANY","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","LOUISIANA",0,11.363,0,11.363,0,0,0,0,0,0,0,22.726
41089.4680092593,2010,20110076,10077,31776,"SEMINOLE GAS COMPANY","HVL","INTRASTATE","TENNESSEE",,,,,,,,,,3.34,,3.34
41089.4680092593,2010,20110323,10335,31778,"ENCANA OIL & GAS (USA) INC","HVL","INTERSTATE","COLORADO",,,,,,,,,15.1,,,15.1
41089.4680092593,2010,20110323,10335,31778,"ENCANA OIL & GAS (USA) INC","HVL","INTERSTATE","UTAH",,,,,,,,,1.6,,,1.6
41089.4680092593,2010,20110462,10511,31779,"SWISSPORT FUELING INC","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","ARIZONA",,,,,,,,12.28,,,,12.28
41089.4680092593,2010,20110111,10112,31816,"MID-CONTINENT FRACTIONATION AND STORAGE, L.L.C.","Crude Oil","INTRASTATE","KANSAS",,0,0,0,0,1,1,0,1,0,0,3
41089.4680092593,2010,20110081,10082,31816,"MID-CONTINENT FRACTIONATION AND STORAGE, L.L.C.","HVL","INTRASTATE","KANSAS",,16,,,,,,13,,14,,43
41089.4680092593,2010,20110222,11089,31822,"SUNCOR ENERGY (USA) PIPELINE CO.","Crude Oil","INTERSTATE","COLORADO",0,0,0,85,0,0,0,0,0,0,3,88
41089.4680092593,2010,20110222,11089,31822,"SUNCOR ENERGY (USA) PIPELINE CO.","Crude Oil","INTERSTATE","WYOMING",0,0,0,9,0,0,0,0,0,0,9,18
41089.4680092593,2010,20110222,11089,31822,"SUNCOR ENERGY (USA) PIPELINE CO.","Crude Oil","INTRASTATE","COLORADO",0,0,0,0,0,0,0,0,0.5,0,0,0.5
41089.4680092593,2010,20110222,11089,31822,"SUNCOR ENERGY (USA) PIPELINE CO.","Crude Oil","INTRASTATE","WYOMING",0,0,54,79,0,0,29,58,0,0,0,220
41089.4680092593,2010,20110094,10095,31822,"SUNCOR ENERGY (USA) PIPELINE CO.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","COLORADO",0,0,0,0,0,4.4,0,0,0,0,0,4.4
41089.4680092593,2010,20110059,10060,31824,"CALUMET LUBRICANTS CO., L.P.","Crude Oil","INTRASTATE","LOUISIANA",0,0,0,0,34,0,0,0,0,0,0,34
41089.4680092593,2010,20110032,10032,31847,"CALUMET LUBRICANTS CO., L. P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","LOUISIANA",,0,0,0,0,0,0,0,0,6,0,6
41089.4680092593,2010,20110291,10301,31849,"OGLETHORPE POWER CORPORATION","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","GEORGIA",,,,,,,,,,1.61,,1.61
41089.4680092593,2010,20110062,10705,31856,"TPM, INC","HVL","INTRASTATE","TENNESSEE",,,,,,8.1,,0.1,0.1,0.8,,9.1
41089.4680092593,2010,20110337,10504,31863,"HFOTCO LLC","Crude Oil","INTRASTATE","TEXAS",,,,,,,,,10.4,,,10.4
41089.4680092593,2010,20110458,10505,31863,"HFOTCO LLC","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",,,,,,,,10.4,,,,10.4
41089.4680092593,2010,20110177,10179,31864,"APACHE CORPORATION","CO2","INTRASTATE","TEXAS",,,,,,,,,41.84,,,41.84
41089.4680092593,2010,20110276,10284,31864,"APACHE CORPORATION","Crude Oil","INTRASTATE","LOUISIANA",40.69,,,,,,32.68,,20.57,,,93.94
41089.4680092593,2010,20110276,10284,31864,"APACHE CORPORATION","Crude Oil","INTRASTATE","TEXAS",,,,,,,,5.72,,,,5.72
41089.4680092593,2010,20110249,10254,31869,"PRISM GAS SYSTEMS I, L.P.","HVL","INTRASTATE","TEXAS",0,0,0,0,0,0,0,0,27,13,0,40
41089.4680092593,2010,20110368,10499,31871,"MARKWEST MICHIGAN PIPELINE, LLC","Crude Oil","INTRASTATE","MICHIGAN",0,0,0,0,0,0,156.6,0,0,0,0,156.6
41089.4680092593,2010,20110233,10236,31874,"TESORO REFINING & MARKETING C O., GOLDEN EAGLE","Crude Oil","INTRASTATE","CALIFORNIA",0,0,0,0,1.35,2,0,0,0,0.79,0,4.14
41089.4680092593,2010,20110235,10238,31874,"TESORO REFINING & MARKETING C O., GOLDEN EAGLE","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","CALIFORNIA",0,0,0,0,0,0,0,0,0.3,0.9,0,1.2
41089.4680092593,2010,20110051,10052,31875,"MERIT ENERGY COMPANY","CO2","INTRASTATE","OKLAHOMA",,,,,,,,,118,,,118
41089.4680092593,2010,20110052,10258,31875,"MERIT ENERGY COMPANY","HVL","INTRASTATE","MICHIGAN",,,,,,,225,,,,,225
41089.4680092593,2010,20110052,10258,31875,"MERIT ENERGY COMPANY","HVL","INTRASTATE","OKLAHOMA",0,0,0,0,0,0,0,0,0,0,1.2,1.2
41089.4680092593,2010,20110027,11034,31877,"WESTERN REFINING COMPANY, L.P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",,,,,,,,,,5.45,,5.45
41089.4680092593,2010,20110183,10185,31878,"BRIDGER PIPELINE LLC","Crude Oil","INTERSTATE","MONTANA",0,0,0,0,136,0,57,33,0,0,0,226
41089.4680092593,2010,20110183,10185,31878,"BRIDGER PIPELINE LLC","Crude Oil","INTERSTATE","NORTH DAKOTA",0,0,0,0,0,0,0,45,0,14,9,68
41089.4680092593,2010,20110300,10310,31884,"ENBRIDGE PIPELINES (LOUISIANA LIQUIDS) L.L.C.","HVL","INTRASTATE","LOUISIANA",,,,,39.9,,,,,2.4,,42.3
41089.4680092593,2010,20110045,11135,31886,"DUKE ENERGY OHIO - LIQUID","HVL","INTRASTATE","OHIO",,,0,0,1.27,0,0,0,4.13,0,0,5.4
41089.4680092593,2010,20110044,10044,31887,"DUKE ENERGY KENTUCKY - LIQUID","HVL","INTRASTATE","KENTUCKY",,,0,0,0,0,1.09,1.35,0.03,0,0.44,2.91
41089.4680092593,2010,20110432,10463,31888,"CENTURION PIPELINE L.P.","Crude Oil","INTERSTATE","NEW MEXICO",76.4,,,,38,,,,,,,114.4
41089.4680092593,2010,20110432,10463,31888,"CENTURION PIPELINE L.P.","Crude Oil","INTERSTATE","OKLAHOMA",0,0,0,420,0,0,0,0,0,2.7,0,422.7
41089.4680092593,2010,20110432,10463,31888,"CENTURION PIPELINE L.P.","Crude Oil","INTERSTATE","TEXAS",127,0,0,390,31,50,0,0,0,0,0,598
41089.4680092593,2010,20110432,10463,31888,"CENTURION PIPELINE L.P.","Crude Oil","INTRASTATE","TEXAS",0,81.5,1.6,234,148,0,0.3,0,3.2,24,0,492.6
41089.4680092593,2010,20110436,10468,31897,"Brown, Geo. R Partnership,L.P THE","CO2","INTERSTATE","TEXAS",,,,,,,,,,,7.7,7.7
41089.4680092593,2010,20110272,10278,31914,"SEMSTREAM, L.P.","HVL","INTRASTATE","ARKANSAS",,,,,,,5.4,,,,,5.4
41089.4680092593,2010,20110272,10278,31914,"SEMSTREAM, L.P.","HVL","INTRASTATE","MONTANA",,,,,,,,,,8.8,,8.8
41089.4680092593,2010,20110015,11071,31919,"INERGY PROPANE, LLC","HVL","INTRASTATE","CALIFORNIA",,,,,,,,,,,47.5,47.5
41089.4680092593,2010,20110164,10166,31933,"CALCASIEU REFINING COMPANY","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","LOUISIANA",,,,,,,,5.4,,,,5.4
41089.4680092593,2010,20110003,11073,31937,"TPCO, LLC","Crude Oil","INTRASTATE","MISSISSIPPI",,,,,,12,,,,,12,24
41089.4680092593,2010,20110302,10312,31943,"ENBRIDGE GATHERING (NORTH TEXAS) L.P.","HVL","INTRASTATE","TEXAS",,,,,,28.7,,,,30.7,,59.4
41089.4680092593,2010,20110238,11006,31947,"ENBRIDGE PIPELINES (OZARK) L.L.C.","Crude Oil","INTERSTATE","ILLINOIS",,,,1,,,,,,,,1
41089.4680092593,2010,20110238,11006,31947,"ENBRIDGE PIPELINES (OZARK) L.L.C.","Crude Oil","INTERSTATE","KANSAS",,,,36,,,,,,,,36
41089.4680092593,2010,20110238,11006,31947,"ENBRIDGE PIPELINES (OZARK) L.L.C.","Crude Oil","INTERSTATE","MISSOURI",,,,294,,,,,,,,294
41089.4680092593,2010,20110238,11006,31947,"ENBRIDGE PIPELINES (OZARK) L.L.C.","Crude Oil","INTERSTATE","OKLAHOMA",,,,137,,,,,,,,137
41089.4680092593,2010,20110238,11006,31947,"ENBRIDGE PIPELINES (OZARK) L.L.C.","Crude Oil","INTRASTATE","OKLAHOMA",,,,47,,,,,,,,47
41089.4680092593,2010,20120021,11035,31957,"KINDER MORGAN WINK PIPELINE LLC","Crude Oil","INTERSTATE","TEXAS",,,,75,370,,,,,9,,454
41089.4680092593,2010,20120021,11035,31957,"KINDER MORGAN WINK PIPELINE LLC","Crude Oil","INTRASTATE","TEXAS",,,,,,,,,,2,,2
41089.4680092593,2010,20110263,10269,31970,"CONOCOPHILLIPS ALASKA, INC.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","ALASKA",,,,,,,,,0.87,,,0.87
41089.4680092593,2010,20110157,10159,31973,"BOC GASES","CO2","INTRASTATE","WYOMING",,,,,,,,,7,,,7
41089.4680092593,2010,20110234,10237,31982,"KOCH NITROGEN COMPANY, LLC","HVL","INTRASTATE","IOWA",,,,,,,0.11,0.018,,,0.03,0.158
41089.4680092593,2010,20120106,11137,31983,"ENERGY PARTNERS, LTD","Crude Oil","INTRASTATE","LOUISIANA",9.8,,,,,9.75,,,,,,19.55
41089.4680092593,2010,20110454,10497,32004,"QEP FIELD SERVICES COMPANY","HVL","INTRASTATE","WYOMING",0,0,0,0,0,0,0,9,6,48,0,63
41089.4680092593,2010,20110070,10488,32007,"SUPERIOR PIPELINE COMPANY L.L.C.","HVL","INTRASTATE","OKLAHOMA",0,0,0,0,0,0,0,0,0,11.125,0,11.125
41089.4680092593,2010,20110184,10186,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.","Crude Oil","INTERSTATE","NEW MEXICO",0,0,0,0,0,0,0,0,0,15,0,15
41089.4680092593,2010,20110184,10186,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.","Crude Oil","INTERSTATE","TEXAS",,,,,,,,,,9,,9
41089.4680092593,2010,20110184,10186,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.","Crude Oil","INTRASTATE","NEW MEXICO",6,0,0,0,0,0,0,19,0,106,0,131
41089.4680092593,2010,20110184,10186,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.","Crude Oil","INTRASTATE","UTAH",0,0,0,0,0,0,0,0,0,4,0,4
41089.4680092593,2010,20110168,10170,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","NEW MEXICO",,,,,114,,,59,,69,,242
41089.4680092593,2010,20110168,10170,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","OKLAHOMA",0,0,0,0,29,0,0,0,0,0,0,29
41089.4680092593,2010,20110168,10170,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","TEXAS",0,0,0,0,207,161,0,41,98,4,27,538
41089.4680092593,2010,20110168,10170,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","IDAHO",,,,,,13,,,,,,13
